id,carat,cut,color,clarity,depth,table,x,y,z
7962,0.42,Ideal,G,IF,62.1,56.0,4.8,4.83,2.99
7963,0.75,Premium,F,SI1,61.5,58.0,5.83,5.87,3.6
7964,0.42,Very Good,E,SI1,62.7,57.0,4.77,4.83,3.01
7965,0.5,Premium,D,VS2,61.3,61.0,5.1,5.04,3.11
7966,1.5,Premium,F,SI1,62.1,60.0,7.32,7.27,4.53
7967,0.72,Ideal,G,VVS2,61.6,55.0,5.78,5.77,3.56
7968,0.53,Very Good,F,VS2,63.4,56.0,5.16,5.13,3.26
7969,0.31,Good,E,SI1,63.4,55.0,4.32,4.35,2.75
7970,0.51,Very Good,E,VVS2,60.0,58.0,5.19,5.21,3.12
7971,0.81,Ideal,E,SI2,63.0,56.0,5.95,5.9,3.73
7972,0.85,Fair,H,I1,71.2,54.0,5.77,5.65,4.07
7973,0.33,Ideal,G,VS2,61.2,55.0,4.49,4.46,2.74
7974,1.15,Good,H,VS2,63.1,56.0,6.62,6.7,4.2
7975,0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82
7976,0.2,Premium,D,VS2,62.3,60.0,3.73,3.68,2.31
7977,1.01,Good,G,SI1,63.5,60.0,6.3,6.33,4.01
7978,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17
7979,0.41,Ideal,F,SI1,61.2,58.0,4.76,4.81,2.93
7980,0.82,Fair,F,SI2,56.7,70.0,6.28,6.16,3.53
7981,1.02,Premium,F,SI2,61.5,58.0,6.49,6.42,3.97
7982,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69
7983,0.3,Premium,I,SI1,60.9,59.0,4.36,4.34,2.65
7984,0.32,Good,E,VS2,64.1,54.0,4.34,4.37,2.79
7985,0.73,Fair,D,SI2,65.5,60.0,5.64,5.54,3.66
7986,0.33,Ideal,H,VVS2,62.2,54.0,4.46,4.44,2.77
7987,0.5,Premium,G,SI2,61.9,58.0,5.12,5.09,3.16
7988,1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44
7989,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5
7990,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75
7991,0.35,Ideal,D,VS2,61.5,56.0,4.55,4.53,2.79
7992,0.33,Ideal,G,VS1,61.9,55.0,4.41,4.44,2.74
7993,1.06,Ideal,E,SI2,60.7,57.0,6.61,6.59,4.0
7994,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91
7995,1.0,Premium,D,SI2,61.6,60.0,6.37,6.33,3.91
7996,1.7,Very Good,G,VS1,60.6,59.0,7.74,7.63,4.66
7997,2.01,Premium,F,SI1,59.5,58.0,8.21,8.18,4.88
7998,1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95
7999,0.34,Premium,I,VS2,62.1,57.0,4.48,4.44,2.77
8000,1.12,Ideal,E,VVS1,61.5,56.0,6.7,6.76,4.13
8001,0.43,Good,E,SI1,63.4,57.0,4.81,4.84,3.06
8002,1.01,Very Good,E,SI1,62.0,61.0,6.38,6.42,3.97
8003,0.57,Good,D,SI1,59.3,61.0,5.34,5.38,3.18
8004,0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71
8005,1.23,Ideal,F,VVS2,63.0,55.0,6.89,6.79,4.31
8006,1.09,Ideal,H,SI1,62.3,55.0,6.58,6.61,4.11
8007,0.71,Ideal,G,SI2,61.8,56.0,5.7,5.72,3.53
8008,0.73,Good,E,VS1,59.0,61.0,5.88,5.92,3.48
8009,0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17
8010,0.32,Ideal,E,VS1,59.9,55.0,4.46,4.49,2.68
8011,0.71,Very Good,F,SI1,62.3,60.0,5.65,5.68,3.53
8012,0.3,Ideal,I,SI1,61.9,57.0,4.29,4.31,2.66
8013,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27
8014,1.0,Premium,I,VS1,60.3,62.0,6.46,6.41,3.88
8015,0.5,Premium,F,VS1,62.3,55.0,5.09,5.06,3.16
8016,1.37,Very Good,G,SI2,62.4,58.0,7.0,7.1,4.4
8017,0.71,Ideal,H,SI1,60.8,57.0,5.77,5.81,3.52
8018,0.3,Premium,E,VS2,62.3,58.0,4.32,4.28,2.68
8019,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83
8020,0.41,Ideal,F,VS2,61.8,57.0,4.78,4.73,2.94
8021,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39
8022,2.2,Very Good,I,SI2,60.2,60.0,8.42,8.49,5.09
8023,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67
8024,0.55,Ideal,E,SI1,60.7,57.0,5.3,5.27,3.21
8025,0.23,Good,F,VS1,58.2,59.0,4.06,4.08,2.37
8026,0.92,Premium,F,SI1,62.6,59.0,6.23,6.19,3.89
8027,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11
8028,0.72,Good,I,VS2,60.1,60.5,5.76,5.85,3.48
8029,0.7,Good,E,VS1,57.2,62.0,5.81,5.77,3.31
8030,1.0,Ideal,I,VS2,62.4,52.0,6.41,6.45,4.02
8031,0.7,Ideal,G,SI1,60.9,56.0,5.73,5.79,3.51
8032,0.29,Very Good,G,VVS1,61.4,56.0,4.25,4.28,2.62
8033,0.7,Premium,D,SI2,58.3,61.0,5.74,5.7,3.33
8034,0.7,Very Good,I,VVS2,63.1,57.0,5.63,5.68,3.57
8035,1.51,Ideal,J,VS1,62.7,56.0,7.3,7.35,4.59
8036,0.51,Ideal,G,VVS2,62.4,56.0,5.1,5.13,3.19
8037,2.16,Ideal,E,SI2,61.4,57.0,8.36,8.33,5.12
8038,1.55,Good,G,I1,63.6,58.0,7.34,7.29,4.65
8039,1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11
8040,0.31,Ideal,E,VS1,61.9,54.4,4.33,4.37,2.69
8041,0.53,Very Good,H,VVS2,61.3,61.0,5.15,5.2,3.17
8042,0.34,Premium,I,SI1,62.7,58.0,4.43,4.4,2.77
8043,1.03,Good,D,SI2,63.8,54.0,6.36,6.3,4.04
8044,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37
8045,2.04,Premium,H,SI2,58.0,58.0,8.45,8.36,4.88
8046,0.76,Good,I,SI1,64.1,59.0,5.75,5.73,3.68
8047,1.21,Premium,F,SI2,58.9,60.0,6.81,6.74,3.99
8048,0.33,Ideal,F,IF,62.2,53.0,4.47,4.5,2.79
8049,0.39,Premium,G,VS1,62.7,58.0,4.69,4.63,2.92
8050,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43
8051,0.9,Good,F,VS2,64.3,57.0,6.07,6.09,3.91
8052,0.53,Ideal,I,VS2,60.3,60.0,5.25,5.22,3.16
8053,2.02,Very Good,J,VS2,61.5,59.0,8.06,8.13,4.98
8054,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23
8055,1.57,Very Good,H,SI1,62.4,58.0,7.39,7.49,4.64
8056,0.74,Premium,F,SI1,58.7,58.0,5.93,5.86,3.46
8057,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98
8058,1.16,Ideal,G,VS2,62.5,55.0,6.75,6.69,4.2
8059,1.0,Premium,E,SI2,59.1,61.0,6.44,6.39,3.79
8060,0.53,Ideal,E,VS2,61.4,56.0,5.25,5.18,3.2
8061,1.57,Ideal,G,VS2,61.4,55.0,7.48,7.52,4.61
8062,1.18,Premium,H,SI1,61.8,58.0,6.74,6.79,4.18
8063,1.01,Very Good,G,SI2,62.7,58.0,6.32,6.43,4.0
8064,1.09,Ideal,F,VVS2,62.1,56.0,6.55,6.59,4.08
8065,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53
8066,0.32,Ideal,G,VVS1,61.2,55.0,4.41,4.44,2.71
8067,0.9,Premium,E,VS2,60.6,53.0,6.3,6.27,3.81
8068,0.7,Ideal,E,SI1,62.0,56.0,5.68,5.7,3.53
8069,0.54,Premium,D,SI1,60.4,60.0,5.24,5.22,3.16
8070,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96
8071,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77
8072,1.0,Very Good,E,SI2,63.7,60.0,6.24,6.32,4.0
8073,0.7,Very Good,E,VS2,62.8,60.0,5.59,5.65,3.53
8074,0.41,Very Good,G,VS2,62.9,59.0,4.7,4.75,2.97
8075,1.5,Premium,E,VS2,62.1,60.0,7.31,7.27,4.53
8076,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25
8077,0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23
8078,0.91,Premium,H,SI2,62.9,59.0,6.15,6.12,3.86
8079,2.0,Ideal,G,VS2,62.3,57.0,8.06,7.97,4.99
8080,0.76,Ideal,D,VS2,61.2,57.0,5.91,5.89,3.61
8081,0.32,Premium,G,VS2,61.2,59.0,4.38,4.41,2.69
8082,1.22,Premium,E,SI2,61.5,58.0,6.84,6.86,4.21
8083,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9
8084,1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97
8085,0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6
8086,0.46,Ideal,I,VS1,62.3,56.0,4.96,4.93,3.08
8087,0.7,Fair,F,SI2,57.1,64.0,5.81,5.86,3.33
8088,0.43,Very Good,F,SI2,58.3,62.0,4.91,4.97,2.88
8089,0.38,Ideal,D,SI2,61.1,56.0,4.71,4.65,2.86
8090,0.3,Premium,I,SI1,60.9,59.0,4.34,4.36,2.65
8091,1.24,Good,H,SI1,62.0,65.0,6.88,6.84,4.25
8092,0.3,Premium,H,VS1,60.4,61.0,4.31,4.27,2.59
8093,0.38,Very Good,D,VS2,63.4,55.0,4.67,4.63,2.95
8094,0.52,Good,H,VS2,63.6,57.0,5.1,5.05,3.23
8095,0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78
8096,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72
8097,2.02,Very Good,J,SI1,63.0,56.0,7.95,8.01,5.03
8098,2.03,Premium,E,SI1,62.9,57.0,8.04,7.98,5.04
8099,1.5,Ideal,G,VS1,60.6,57.0,7.47,7.36,4.49
8100,0.38,Very Good,I,VS1,62.0,55.0,4.65,4.67,2.89
8101,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21
8102,1.01,Ideal,G,SI1,62.6,56.0,6.41,6.44,4.02
8103,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72
8104,0.43,Premium,D,VS2,60.0,59.0,4.93,4.91,2.95
8105,0.51,Ideal,F,SI2,62.7,57.0,5.08,5.1,3.19
8106,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08
8107,0.55,Ideal,E,VS1,61.1,55.0,5.33,5.3,3.25
8108,0.58,Very Good,F,VS2,60.7,63.0,5.39,5.36,3.26
8109,0.54,Premium,E,SI1,62.2,61.0,5.24,5.15,3.23
8110,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66
8111,0.56,Very Good,D,VVS1,61.8,55.0,5.27,5.31,3.27
8112,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6
8113,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99
8114,2.39,Ideal,I,VS2,62.2,55.0,8.58,8.56,5.33
8115,0.23,Very Good,G,VVS2,62.8,55.0,3.93,3.95,2.47
8116,1.53,Premium,H,SI1,62.4,60.0,7.34,7.31,4.57
8117,0.32,Very Good,E,VS1,62.9,57.0,4.36,4.39,2.75
8118,0.36,Ideal,E,VS2,61.7,55.0,4.63,4.57,2.84
8119,1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81
8120,1.16,Ideal,I,SI2,62.6,56.0,6.73,6.68,4.2
8121,1.46,Good,E,VS2,63.9,57.0,7.06,7.12,4.53
8122,0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94
8123,1.01,Ideal,G,VVS2,60.9,54.0,6.5,6.53,3.97
8124,1.25,Very Good,I,SI1,58.9,58.0,7.04,7.08,4.16
8125,0.52,Ideal,G,VS1,63.0,54.0,5.17,5.12,3.24
8126,0.31,Ideal,G,VS2,61.8,53.0,4.35,4.39,2.7
8127,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81
8128,0.31,Premium,F,VS2,62.4,58.0,4.34,4.31,2.7
8129,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87
8130,0.79,Ideal,G,VVS2,62.1,56.0,5.89,5.93,3.67
8131,0.42,Very Good,G,SI1,63.1,56.0,4.79,4.75,3.01
8132,0.55,Ideal,G,SI2,62.1,56.0,5.25,5.22,3.25
8133,0.7,Premium,H,SI1,62.3,58.0,5.63,5.57,3.49
8134,1.15,Premium,G,SI2,62.5,55.0,6.72,6.68,4.19
8135,0.31,Ideal,D,VS2,61.2,55.0,4.35,4.38,2.67
8136,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33
8137,0.75,Very Good,E,VS1,61.9,58.0,5.83,5.86,3.62
8138,0.73,Ideal,I,SI1,62.0,56.0,5.75,5.8,3.58
8139,0.5,Very Good,E,VS2,63.4,59.0,5.09,5.06,3.22
8140,0.23,Very Good,D,VVS2,63.5,58.0,3.86,3.89,2.46
8141,1.01,Premium,E,SI2,60.8,58.0,6.49,6.46,3.94
8142,0.28,Ideal,G,VVS2,61.4,56.0,4.19,4.22,2.58
8143,0.53,Premium,F,SI1,62.0,59.0,5.23,5.16,3.22
8144,0.52,Ideal,D,VS2,61.7,56.0,5.16,5.18,3.19
8145,2.01,Very Good,D,SI2,58.3,63.0,8.28,8.25,4.82
8146,0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54
8147,0.34,Ideal,I,SI1,62.4,56.0,4.49,4.45,2.79
8148,0.42,Ideal,G,VS2,61.7,57.0,4.83,4.8,2.97
8149,0.46,Ideal,E,SI2,61.3,56.0,5.02,4.96,3.06
8150,0.32,Ideal,H,VS2,63.0,57.0,4.37,4.33,2.74
8151,0.4,Good,G,VS1,59.6,61.0,4.8,4.86,2.88
8152,1.04,Very Good,F,IF,59.8,56.0,6.64,6.71,3.99
8153,0.55,Premium,D,SI1,60.7,58.0,5.3,5.24,3.2
8154,1.0,Very Good,E,VS1,62.3,53.0,6.35,6.39,3.97
8155,0.42,Ideal,G,VVS2,60.7,55.0,4.89,4.86,2.96
8156,0.48,Very Good,F,VS2,62.6,55.0,5.0,5.07,3.15
8157,0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74
8158,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28
8159,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95
8160,1.53,Very Good,E,SI1,60.8,60.0,7.43,7.51,4.54
8161,0.33,Ideal,F,VS2,62.3,55.0,4.47,4.42,2.77
8162,1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59
8163,0.44,Very Good,H,IF,61.1,57.0,4.91,4.94,3.01
8164,1.0,Good,F,SI1,64.1,60.0,6.25,6.19,3.99
8165,0.85,Very Good,I,VS2,60.0,57.0,6.1,6.16,3.68
8166,1.22,Premium,G,VVS2,62.0,58.0,6.9,6.85,4.26
8167,1.01,Very Good,F,VS2,60.6,55.0,6.5,6.56,3.96
8168,1.11,Ideal,D,SI2,62.2,57.0,6.66,6.62,4.12
8169,1.64,Ideal,I,VS2,62.5,56.0,7.58,7.52,4.72
8170,0.7,Very Good,G,VVS2,63.6,57.0,5.59,5.63,3.57
8171,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86
8172,0.32,Ideal,D,VS2,61.5,56.0,4.44,4.41,2.72
8173,0.4,Ideal,F,VVS1,61.3,55.0,4.78,4.75,2.92
8174,0.3,Ideal,I,VS2,62.7,54.0,4.28,4.3,2.69
8175,0.31,Premium,F,VS2,59.7,58.0,4.48,4.43,2.66
8176,1.62,Ideal,I,VVS2,62.7,54.0,7.47,7.52,4.7
8177,0.74,Ideal,D,SI1,62.2,56.0,5.82,5.78,3.61
8178,0.7,Premium,G,SI1,61.2,60.0,5.7,5.74,3.5
8179,0.7,Good,E,SI1,65.0,57.0,5.53,5.58,3.61
8180,0.97,Fair,J,SI2,60.8,67.0,6.41,6.32,3.87
8181,0.41,Ideal,E,VS1,62.3,57.0,4.74,4.77,2.96
8182,1.51,Premium,H,VS1,59.8,61.0,7.41,7.35,4.41
8183,0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62
8184,1.5,Good,E,VS2,63.9,58.0,7.21,7.19,4.6
8185,0.32,Premium,F,VS2,59.7,62.0,4.43,4.38,2.63
8186,1.51,Ideal,H,SI1,61.9,57.0,7.4,7.33,4.56
8187,1.52,Fair,H,SI1,64.6,55.0,7.24,7.19,4.66
8188,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77
8189,1.01,Ideal,I,SI1,61.9,57.0,6.4,6.5,3.98
8190,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78
8191,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63
8192,1.59,Premium,H,VS2,62.1,58.0,7.48,7.42,4.63
8193,0.71,Ideal,E,VS2,61.8,57.0,5.73,5.7,3.53
8194,0.51,Premium,I,SI1,62.7,59.0,5.06,5.09,3.18
8195,2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05
8196,0.32,Good,E,SI1,62.5,61.0,4.32,4.35,2.71
8197,1.04,Good,F,SI1,63.6,59.0,6.4,6.36,4.06
8198,0.56,Ideal,G,VVS2,61.0,57.0,5.32,5.36,3.26
8199,2.01,Very Good,H,SI2,62.9,55.0,8.03,8.09,5.07
8200,0.3,Premium,D,SI1,62.6,59.0,4.23,4.27,2.66
8201,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86
8202,1.11,Ideal,H,SI1,62.0,56.0,6.65,6.61,4.11
8203,0.9,Ideal,I,VS2,62.6,54.3,6.14,6.17,3.86
8204,0.32,Premium,E,SI2,61.7,60.0,4.41,4.38,2.71
8205,0.31,Premium,J,VS1,61.8,59.0,4.33,4.31,2.67
8206,0.41,Very Good,D,VS1,62.9,57.0,4.73,4.75,2.98
8207,0.56,Ideal,D,VS2,61.0,57.0,5.28,5.35,3.24
8208,0.38,Premium,D,SI1,58.9,61.0,4.79,4.75,2.81
8209,0.47,Very Good,F,VS2,59.6,58.1,5.07,5.11,3.03
8210,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27
8211,1.08,Ideal,G,SI2,61.3,57.0,6.55,6.64,4.04
8212,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75
8213,0.32,Ideal,D,VS2,61.1,56.0,4.42,4.45,2.71
8214,0.52,Good,E,VS2,64.3,56.0,5.02,5.14,3.27
8215,0.23,Very Good,H,VVS1,61.6,56.0,3.94,3.97,2.43
8216,0.52,Premium,D,SI1,61.4,58.0,5.16,5.19,3.18
8217,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9
8218,1.31,Ideal,I,VS2,61.7,55.0,7.0,7.1,4.35
8219,0.52,Premium,G,VS1,61.1,58.0,5.19,5.16,3.16
8220,1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1
8221,0.71,Good,I,VS2,64.3,63.0,5.63,5.56,3.6
8222,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98
8223,1.02,Premium,F,SI2,58.0,60.0,6.7,6.64,3.87
8224,0.7,Ideal,I,VS1,63.0,54.0,5.63,5.7,3.57
8225,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71
8226,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5
8227,0.4,Very Good,F,SI1,63.1,58.0,4.69,4.66,2.95
8228,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71
8229,0.31,Premium,F,VS2,59.4,58.0,4.45,4.37,2.62
8230,1.1,Very Good,H,SI1,62.4,58.0,6.58,6.62,4.12
8231,1.03,Very Good,E,SI1,61.3,60.0,6.51,6.53,4.0
8232,0.4,Premium,F,SI1,61.2,58.0,4.71,4.74,2.89
8233,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64
8234,0.9,Very Good,G,SI2,60.8,57.0,6.2,6.24,3.78
8235,0.69,Premium,H,VS2,60.8,59.0,5.77,5.74,3.5
8236,0.74,Ideal,G,VVS1,62.1,54.0,5.8,5.83,3.61
8237,1.17,Very Good,H,SI1,63.1,56.0,6.76,6.71,4.25
8238,0.61,Very Good,I,IF,60.2,57.0,5.49,5.58,3.33
8239,1.07,Very Good,H,SI2,61.8,63.0,6.57,6.47,4.03
8240,0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88
8241,0.9,Very Good,E,SI1,63.2,57.0,6.15,6.12,3.88
8242,1.2,Very Good,G,VS1,62.5,57.0,6.84,6.75,4.25
8243,0.24,Very Good,E,VVS2,63.4,57.0,3.95,3.97,2.51
8244,1.52,Ideal,E,VS2,62.2,57.0,7.34,7.38,4.58
8245,0.33,Ideal,G,VVS1,62.4,56.0,4.41,4.45,2.76
8246,1.2,Premium,G,VS1,62.4,58.0,6.82,6.8,4.25
8247,2.02,Premium,F,SI2,61.3,58.0,8.09,8.05,4.95
8248,0.41,Premium,G,VS2,61.8,58.0,4.77,4.75,2.94
8249,0.9,Good,E,SI1,63.8,56.0,6.12,6.05,3.88
8250,1.24,Premium,F,SI1,61.6,59.0,6.94,6.89,4.26
8251,1.14,Premium,D,SI2,60.3,58.0,6.79,6.71,4.07
8252,0.31,Premium,H,VVS2,62.3,60.0,4.36,4.31,2.7
8253,1.02,Premium,H,SI2,62.4,59.0,6.42,6.37,3.99
8254,2.21,Premium,H,SI1,61.1,58.0,8.39,8.34,5.11
8255,1.04,Premium,D,SI1,61.5,58.0,6.53,6.48,4.0
8256,0.3,Premium,D,SI1,61.7,59.0,4.31,4.28,2.65
8257,1.09,Premium,F,VS1,60.9,58.0,6.67,6.63,4.05
8258,0.8,Very Good,H,VVS2,62.9,56.0,5.9,5.96,3.73
8259,0.33,Ideal,I,IF,62.0,54.0,4.46,4.48,2.77
8260,0.33,Ideal,E,VS1,62.7,57.0,4.38,4.45,2.77
8261,0.38,Ideal,E,IF,61.9,56.0,4.65,4.66,2.88
8262,0.31,Ideal,E,VS2,62.4,54.0,4.35,4.31,2.7
8263,0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12
8264,0.25,Premium,E,VVS1,60.7,60.0,4.11,4.09,2.49
8265,0.3,Premium,H,VS1,62.5,58.0,4.27,4.34,2.69
8266,1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9
8267,1.07,Ideal,E,SI2,61.5,56.0,6.58,6.61,4.06
8268,0.82,Premium,E,SI2,61.7,59.0,6.01,5.98,3.7
8269,0.9,Good,I,SI1,63.5,59.0,6.05,6.1,3.86
8270,0.77,Premium,H,VS2,59.4,60.0,6.0,5.96,3.55
8271,0.51,Ideal,I,SI1,62.2,56.0,5.08,5.12,3.17
8272,1.2,Ideal,H,VS1,62.5,57.0,6.81,6.73,4.23
8273,1.2,Ideal,G,SI1,61.6,57.0,6.85,6.88,4.23
8274,1.01,Premium,D,SI2,62.2,60.0,6.43,6.4,3.99
8275,0.7,Ideal,D,VVS2,61.3,56.0,5.72,5.76,3.52
8276,0.73,Premium,H,SI2,60.5,57.0,5.84,5.76,3.51
8277,0.34,Premium,F,SI2,60.0,62.0,4.55,4.51,2.72
8278,1.54,Fair,F,SI2,64.4,60.0,7.26,7.16,4.64
8279,0.71,Good,E,SI1,65.9,57.0,5.51,5.57,3.65
8280,1.71,Ideal,G,VVS2,62.1,55.0,7.63,7.66,4.75
8281,0.41,Very Good,F,VS1,63.0,57.0,4.66,4.7,2.95
8282,0.7,Ideal,E,VS2,61.5,56.0,5.73,5.68,3.51
8283,0.53,Very Good,G,VVS1,61.7,57.0,5.19,5.22,3.21
8284,0.3,Very Good,E,VS2,62.0,58.0,4.26,4.29,2.65
8285,0.62,Ideal,F,VS1,61.2,54.0,5.55,5.52,3.39
8286,1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07
8287,0.35,Premium,G,SI1,60.3,60.0,4.59,4.57,2.76
8288,0.53,Ideal,D,VS2,61.4,56.0,5.2,5.23,3.2
8289,0.32,Ideal,I,VVS2,61.7,56.0,4.4,4.42,2.72
8290,0.72,Premium,E,VS2,61.1,59.0,5.8,5.75,3.53
8291,1.01,Good,D,VS1,56.8,61.0,6.5,6.45,3.68
8292,0.32,Good,F,SI1,63.8,59.0,4.33,4.29,2.75
8293,0.71,Ideal,G,SI1,61.5,57.0,5.74,5.78,3.54
8294,1.02,Ideal,F,VS2,62.0,55.0,6.47,6.5,4.02
8295,0.9,Very Good,H,VS2,61.2,61.0,6.14,6.21,3.78
8296,0.41,Premium,F,VVS1,62.1,56.0,4.79,4.78,2.97
8297,0.99,Fair,H,VS2,71.6,57.0,5.94,5.8,4.2
8298,1.5,Premium,F,VS1,59.6,60.0,7.49,7.41,4.44
8299,0.33,Very Good,F,SI2,63.0,58.0,4.4,4.42,2.78
8300,0.73,Premium,F,SI2,62.0,57.0,5.79,5.76,3.58
8301,0.31,Ideal,D,VVS2,61.6,54.0,4.37,4.4,2.7
8302,1.5,Premium,D,SI2,59.9,62.0,7.4,7.37,4.42
8303,1.24,Ideal,I,SI2,61.8,58.0,6.85,6.9,4.25
8304,0.33,Ideal,I,VS1,62.1,53.9,4.43,4.45,2.76
8305,1.03,Ideal,H,SI1,61.0,55.0,6.56,6.59,4.01
8306,1.1,Premium,I,SI1,62.0,59.0,6.59,6.54,4.07
8307,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94
8308,0.32,Ideal,H,VVS1,61.3,57.0,4.41,4.43,2.71
8309,0.31,Ideal,G,VVS2,62.0,56.0,4.35,4.33,2.69
8310,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7
8311,0.42,Premium,E,SI1,60.0,58.0,4.85,4.89,2.92
8312,1.2,Ideal,F,VS2,62.3,55.0,6.83,6.79,4.24
8313,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52
8314,0.52,Very Good,I,SI2,60.9,59.0,5.14,5.18,3.14
8315,0.42,Ideal,E,SI1,61.5,55.0,4.9,4.82,2.99
8316,0.3,Ideal,D,VS2,62.2,55.0,4.29,4.33,2.68
8317,0.3,Ideal,G,VVS1,62.3,55.0,4.29,4.31,2.68
8318,1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06
8319,0.76,Ideal,J,VVS2,62.0,57.0,5.86,5.81,3.62
8320,0.51,Very Good,J,VS2,58.0,62.0,5.24,5.27,3.05
8321,1.22,Premium,I,SI1,62.1,59.0,6.86,6.8,4.24
8322,0.28,Ideal,E,VVS2,62.1,56.0,4.19,4.21,2.61
8323,1.23,Very Good,G,SI2,61.0,63.0,6.91,6.85,4.2
8324,0.72,Ideal,F,VS2,61.9,54.0,5.77,5.74,3.56
8325,0.34,Premium,D,VVS2,60.1,58.0,4.55,4.53,2.73
8326,0.5,Ideal,F,SI1,62.7,56.0,5.12,5.05,3.19
8327,0.36,Premium,G,VS1,62.3,59.0,4.5,4.55,2.82
8328,0.29,Fair,D,VS2,64.7,62.0,4.14,4.11,2.67
8329,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16
8330,0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69
8331,0.5,Ideal,I,VS1,61.0,57.0,5.11,5.13,3.12
8332,0.4,Fair,G,SI1,64.7,55.0,4.68,4.65,3.02
